INCIDENT_NUMBER,OFFENSE_CODE,OFFENSE_CODE_GROUP,OFFENSE_DESCRIPTION,DISTRICT,REPORTING_AREA,SHOOTING,OCCURRED_ON_DATE,YEAR,MONTH,DAY_OF_WEEK,HOUR,UCR_PART,STREET,Lat,Long,Location
262000045,3115,,INVESTIGATE PERSON,C11,343,0,2026-01-01 00:00:00+00,2026,1,Thursday ,0,,HOMES AVE,42.3025271,-71.07088922,"(42.30252710132937, -71.07088922114173)"
262000100,3007,,SUDDEN DEATH,E13,303,0,2026-01-01 00:00:00+00,2026,1,Thursday ,0,,COLUMBUS AVE,42.31898817,-71.09840042,"(42.318988173254844, -71.09840042220331)"
262000057,3801,,M/V ACCIDENT - OTHER,C11,337,0,2026-01-01 00:00:00+00,2026,1,Thursday ,0,,VAUGHAN AVE,42.30626204,-71.07633217,"(42.306262038353836, -71.07633216894304)"
262000454,3115,,INVESTIGATE PERSON,C6,200,0,2026-01-01 00:00:00+00,2026,1,Thursday ,0,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262000029,1831,,SICK ASSIST,A15,43,0,2026-01-01 00:00:00+00,2026,1,Thursday ,0,,OLD IRONSIDES WAY,42.38020426,-71.0574144,"(42.38020426480444, -71.05741439838872)"
262000007,3207,,PROPERTY - FOUND,A1,93,0,2026-01-01 00:26:00+00,2026,1,Thursday ,0,,FANEUIL HALL SQ,42.36020415,-71.0562086,"(42.36020415310621, -71.05620859793551)"
262000250,3203,,FIREARM/WEAPON - LOST,C6,200,0,2026-01-01 00:30:00+00,2026,1,Thursday ,0,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262000018,1831,,SICK ASSIST,D4,143,0,2026-01-01 00:31:00+00,2026,1,Thursday ,0,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000008,3114,,INVESTIGATE PROPERTY,C11,337,0,2026-01-01 00:32:00+00,2026,1,Thursday ,0,,BEECHWOOD ST,42.30524367,-71.0748386,"(42.30524366770384, -71.0748386036851)"
262000009,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A1,95,0,2026-01-01 00:50:00+00,2026,1,Thursday ,0,,"STATE ST & ATLANTIC AVE
BOSTON, MA 02109
UNITED ST",42.35961752,-71.05180445,"(42.35961752256635, -71.05180444529132)"
262000024,801,,ASSAULT - SIMPLE,A1,121,0,2026-01-01 00:54:00+00,2026,1,Thursday ,0,,TREMONT ST,42.34942817,-71.06536689,"(42.349428171490224, -71.06536689336696)"
262000012,3410,,TOWED MOTOR VEHICLE,A7,25,0,2026-01-01 00:57:00+00,2026,1,Thursday ,0,,WHITE ST,42.38052152,-71.03715099,"(42.38052151637844, -71.03715098540245)"
262000013,3114,,INVESTIGATE PROPERTY,B2,268,0,2026-01-01 00:59:00+00,2026,1,Thursday ,0,,DUDLEY ST,42.32832218,-71.07861146,"(42.32832218416914, -71.07861146480997)"
262000169,3801,,M/V ACCIDENT - OTHER,C6,200,0,2026-01-01 01:00:00+00,2026,1,Thursday ,1,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262000011,3114,,INVESTIGATE PROPERTY,C11,332,1,2026-01-01 01:08:00+00,2026,1,Thursday ,1,,HANCOCK ST,42.31378957,-71.06534248,"(42.313789565960626, -71.06534248124657)"
262000141,423,,ASSAULT - AGGRAVATED,E13,579,0,2026-01-01 01:11:00+00,2026,1,Thursday ,1,,CENTRE ST,42.32283717,-71.10096785,"(42.322837167271935, -71.10096784597471)"
262000017,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,D4,624,0,2026-01-01 01:14:00+00,2026,1,Thursday ,1,,LANSDOWNE ST,42.3471732,-71.09644445,"(42.347173203242725, -71.09644445102023)"
262000019,3207,,PROPERTY - FOUND,A1,93,0,2026-01-01 01:30:00+00,2026,1,Thursday ,1,,NORTH ST,42.3602887,-71.05692374,"(42.36028869814326, -71.05692374007779)"
262000158,611,,LARCENY PICK-POCKET,A1,77,0,2026-01-01 01:30:00+00,2026,1,Thursday ,1,,SUDBURY ST,,,
262000888,619,,LARCENY ALL OTHERS,B3,465,0,2026-01-01 01:30:00+00,2026,1,Thursday ,1,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262000579,801,,ASSAULT - SIMPLE,B2,282,0,2026-01-01 01:40:00+00,2026,1,Thursday ,1,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262000021,3821,,M/V ACCIDENT - INVOLVING PEDESTRIAN - NO INJURY,E18,520,0,2026-01-01 01:43:00+00,2026,1,Thursday ,1,,"CLAY ST & HYDE PARK AVE
HYDE PARK, MA 02136
UNITED",42.25808962,-71.12357378,"(42.2580896226698, -71.12357377576296)"
262000026,3801,,M/V ACCIDENT - OTHER,A7,15,0,2026-01-01 01:55:00+00,2026,1,Thursday ,1,,SARATOGA ST,42.37950392,-71.02857738,"(42.37950392087245, -71.02857738165305)"
262000128,3207,,PROPERTY - FOUND,B3,465,0,2026-01-01 02:00:00+00,2026,1,Thursday ,2,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262000033,3802,,M/V ACCIDENT - PROPERTY DAMAGE,D4,167,0,2026-01-01 02:12:00+00,2026,1,Thursday ,2,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262000035,3115,,INVESTIGATE PERSON,B2,326,0,2026-01-01 02:14:00+00,2026,1,Thursday ,2,,CRESTON PARK,42.31251289,-71.07928208,"(42.31251289174526, -71.07928207592134)"
262000025,3111,,LICENSE PREMISE VIOLATION,A7,23,0,2026-01-01 02:21:00+00,2026,1,Thursday ,2,,BENNINGTON ST,42.37546932,-71.03730257,"(42.375469322192394, -71.03730257165637)"
262000039,801,,ASSAULT - SIMPLE,A1,121,0,2026-01-01 02:29:00+00,2026,1,Thursday ,2,,"WARRENTON PL & CHARLES ST S
BOSTON, MA 02116
UNITE",42.34962653,-71.06654552,"(42.349626528022185, -71.06654552152357)"
262000030,423,,ASSAULT - AGGRAVATED,C6,206,0,2026-01-01 02:42:00+00,2026,1,Thursday ,2,,SLEEPER ST,42.3534818,-71.04814104,"(42.35348179507521, -71.0481410399678)"
262000053,801,,ASSAULT - SIMPLE,A1,74,0,2026-01-01 02:46:00+00,2026,1,Thursday ,2,,STANIFORD ST,42.36174054,-71.06376607,"(42.361740540869306, -71.06376607419894)"
262000040,1402,,VANDALISM,C11,340,0,2026-01-01 02:54:00+00,2026,1,Thursday ,2,,DRAPER ST,42.30540668,-71.06547193,"(42.30540668201442, -71.06547193143143)"
262000110,2662,,BALLISTICS EVIDENCE/FOUND,E5,822,0,2026-01-01 03:00:00+00,2026,1,Thursday ,3,,GEORGETOWNE PL,42.25520063,-71.14449171,"(42.25520062513042, -71.14449171452954)"
262000046,3301,,VERBAL DISPUTE,D4,143,0,2026-01-01 03:14:00+00,2026,1,Thursday ,3,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000048,3119,,FIREARM/WEAPON - FOUND OR CONFISCATED,C11,342,1,2026-01-01 03:16:00+00,2026,1,Thursday ,3,,LEVANT ST,42.30322444,-71.07039307,"(42.303224444216035, -71.07039306588806)"
262000052,3301,,VERBAL DISPUTE,E5,910,0,2026-01-01 03:34:00+00,2026,1,Thursday ,3,,WASHINGTON ST,42.27800608,-71.13733803,"(42.27800608421025, -71.13733803000335)"
262000051,801,,ASSAULT - SIMPLE,E13,307,0,2026-01-01 03:46:00+00,2026,1,Thursday ,3,,WALNUT PARK,42.31523694,-71.09596557,"(42.31523693991534, -71.09596556849473)"
262000064,1831,,SICK ASSIST,A1,109,0,2026-01-01 03:57:00+00,2026,1,Thursday ,3,,FRANKLIN ST,42.35633275,-71.05440326,"(42.35633275184455, -71.05440326478495)"
262000059,724,,AUTO THEFT,E5,691,0,2026-01-01 04:15:00+00,2026,1,Thursday ,4,,CENTRE ST,42.2870932,-71.14822209,"(42.28709320338153, -71.14822209118665)"
262000063,1831,,SICK ASSIST,D4,152,0,2026-01-01 04:48:00+00,2026,1,Thursday ,4,,DARTMOUTH ST,42.34337814,-71.07401799,"(42.34337814299416, -71.07401799433777)"
262000066,2610,,TRESPASSING,A1,,0,2026-01-01 04:54:00+00,2026,1,Thursday ,4,,NASHUA ST,42.36761544,-71.06601404,"(42.36761543547144, -71.06601404467104)"
262000060,801,,ASSAULT - SIMPLE,C11,370,0,2026-01-01 05:00:00+00,2026,1,Thursday ,5,,WILLIAM T MORRISSEY BLVD,42.29681594,-71.04853841,"(42.29681593571861, -71.04853840587451)"
262000094,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C6,177,0,2026-01-01 05:15:00+00,2026,1,Thursday ,5,,MASSACHUSETTS AVE,42.3277993,-71.06771062,"(42.32779929569449, -71.0677106217221)"
262000065,1831,,SICK ASSIST,A7,12,0,2026-01-01 05:15:00+00,2026,1,Thursday ,5,,BRANDYWYNE DR,42.3878356,-71.01203825,"(42.387835604649425, -71.01203825415463)"
262000067,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2026-01-01 05:55:00+00,2026,1,Thursday ,5,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262000070,2647,,THREATS TO DO BODILY HARM,C11,355,0,2026-01-01 06:00:00+00,2026,1,Thursday ,6,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262000068,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,347,0,2026-01-01 06:01:00+00,2026,1,Thursday ,6,,EAST ST,42.30761063,-71.05970617,"(42.307610628176, -71.05970616748805)"
262000072,1831,,SICK ASSIST,A1,117,0,2026-01-01 06:05:00+00,2026,1,Thursday ,6,,WASHINGTON ST,42.35174235,-71.06275987,"(42.35174234785692, -71.06275987077444)"
262000139,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,E18,493,0,2026-01-01 06:10:00+00,2026,1,Thursday ,6,,HUNTINGTON AVE,42.26341427,-71.11483186,"(42.26341426520538, -71.11483185509562)"
262000076,3114,,INVESTIGATE PROPERTY,D4,145,0,2026-01-01 06:17:00+00,2026,1,Thursday ,6,,SAINT BOTOLPH ST,42.34295095,-71.08314594,"(42.34295094617771, -71.08314593764324)"
262000074,1831,,SICK ASSIST,B2,325,0,2026-01-01 06:20:00+00,2026,1,Thursday ,6,,QUINCY ST,42.31332108,-71.0759157,"(42.31332107616437, -71.07591569958143)"
262000073,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,,,0,2026-01-01 06:20:00+00,2026,1,Thursday ,6,,HUNTINGTON AVE,,,
262000077,1831,,SICK ASSIST,A15,41,0,2026-01-01 06:30:00+00,2026,1,Thursday ,6,,MOUNT VERNON ST,42.37515254,-71.05841405,"(42.375152542229976, -71.0584140511127)"
262000078,3114,,INVESTIGATE PROPERTY,B3,446,0,2026-01-01 06:49:00+00,2026,1,Thursday ,6,,RADCLIFFE ST,42.29837767,-71.07814654,"(42.298377673212904, -71.07814654468346)"
262000080,1831,,SICK ASSIST,D4,152,0,2026-01-01 07:20:00+00,2026,1,Thursday ,7,,DARTMOUTH ST,42.34337814,-71.07401799,"(42.34337814299416, -71.07401799433777)"
262000234,3503,,MISSING PERSON - NOT REPORTED - LOCATED,C11,340,0,2026-01-01 07:33:00+00,2026,1,Thursday ,7,,ADAMS ST,42.30715592,-71.06245596,"(42.30715591695871, -71.06245596118417)"
262000083,3410,,TOWED MOTOR VEHICLE,C11,454,0,2026-01-01 08:30:00+00,2026,1,Thursday ,8,,WASHINGTON ST,42.30022506,-71.07468374,"(42.30022505517345, -71.07468374333142)"
262000086,3115,,INVESTIGATE PERSON,C11,334,0,2026-01-01 08:50:00+00,2026,1,Thursday ,8,,TRULL ST,42.3125077,-71.06546813,"(42.31250769550295, -71.0654681312104)"
262000092,3115,,INVESTIGATE PERSON,C11,245,0,2026-01-01 09:16:00+00,2026,1,Thursday ,9,,RAVEN ST,42.31834669,-71.05464244,"(42.31834669172562, -71.05464244221615)"
262000089,801,,ASSAULT - SIMPLE,B3,427,0,2026-01-01 09:19:00+00,2026,1,Thursday ,9,,BLUE HILL AVE,42.27653688,-71.09339581,"(42.27653688416594, -71.09339580505096)"
262000090,1831,,SICK ASSIST,C6,914,0,2026-01-01 09:22:00+00,2026,1,Thursday ,9,,MONSIGNOR DENNIS F. O'CALLAGHA WAY,,,
262000097,1831,,SICK ASSIST,D4,164,0,2026-01-01 09:31:00+00,2026,1,Thursday ,9,,WASHINGTON ST,42.34199436,-71.06811575,"(42.34199435776783, -71.06811575092416)"
262000095,1831,,SICK ASSIST,E5,822,0,2026-01-01 09:39:00+00,2026,1,Thursday ,9,,RUNNING BROOK RD,42.26317233,-71.15215673,"(42.26317233446586, -71.15215672750823)"
262000091,3125,,WARRANT ARREST - BOSTON WARRANT (MUST BE SUPPLEMENTAL),A1,173,0,2026-01-01 09:43:00+00,2026,1,Thursday ,9,,ATLANTIC AVE,42.35218229,-71.05567926,"(42.35218229347221, -71.05567925630967)"
262000098,2647,,THREATS TO DO BODILY HARM,B2,316,0,2026-01-01 10:05:00+00,2026,1,Thursday ,10,,SEAVER ST,42.31274988,-71.09388799,"(42.312749879038904, -71.09388798546155)"
262000109,423,,ASSAULT - AGGRAVATED,C11,817,0,2026-01-01 10:10:00+00,2026,1,Thursday ,10,,BANTON ST,42.2886512,-71.06415669,"(42.288651204655466, -71.06415669367485)"
262000104,1831,,SICK ASSIST,D14,793,0,2026-01-01 10:10:00+00,2026,1,Thursday ,10,,BRAINERD RD,42.34654067,-71.13514659,"(42.34654067038587, -71.13514659236148)"
262000103,3803,,M/V ACCIDENT - PERSONAL INJURY,D14,,0,2026-01-01 10:27:00+00,2026,1,Thursday ,10,,"COMMONWEALTH AVE & ESSEX ST
BRIGHTON, MA 02215
UNI",42.35043656,-71.11089259,"(42.35043656096325, -71.11089259229023)"
262000102,3410,,TOWED MOTOR VEHICLE,E13,579,0,2026-01-01 10:35:00+00,2026,1,Thursday ,10,,ASHLEY ST,42.32082182,-71.10372464,"(42.32082182473438, -71.10372463522832)"
262000615,724,,AUTO THEFT,A15,41,0,2026-01-01 10:50:00+00,2026,1,Thursday ,10,,VINE ST,42.37663118,-71.05593235,"(42.376631183831805, -71.05593235449719)"
262000108,613,,LARCENY SHOPLIFTING,D4,138,0,2026-01-01 10:58:00+00,2026,1,Thursday ,10,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000111,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,387,0,2026-01-01 10:59:00+00,2026,1,Thursday ,10,,BEARSE AVE,42.27129676,-71.06324056,"(42.2712967568232, -71.063240561928)"
262000105,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B3,465,0,2026-01-01 11:00:00+00,2026,1,Thursday ,11,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262000106,3410,,TOWED MOTOR VEHICLE,B2,293,0,2026-01-01 11:04:00+00,2026,1,Thursday ,11,,JUNIPER ST,42.32516873,-71.08886603,"(42.32516872819576, -71.08886602746675)"
262000107,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,A1,77,0,2026-01-01 11:17:00+00,2026,1,Thursday ,11,,SUDBURY ST,,,
262000112,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2026-01-01 11:30:00+00,2026,1,Thursday ,11,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262000116,3006,,SICK/INJURED/MEDICAL - PERSON,A1,76,0,2026-01-01 11:52:00+00,2026,1,Thursday ,11,,CANAL ST,42.36489479,-71.06050293,"(42.36489479248674, -71.06050292611201)"
262000115,3201,,PROPERTY - LOST/ MISSING,D4,167,0,2026-01-01 12:00:00+00,2026,1,Thursday ,12,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262000119,3802,,M/V ACCIDENT - PROPERTY DAMAGE,A1,110,0,2026-01-01 12:03:00+00,2026,1,Thursday ,12,,"ATLANTIC AVE & SEAPORT BLVD
BOSTON, MA 02110
UNITE",42.35475951,-71.05142338,"(42.35475950549235, -71.05142338488243)"
262000118,2403,,DISTURBING THE PEACE/ DISORDERLY CONDUCT/ GATHERING CAUSING ANNOYANCE/ NOISY PAR,A15,900,0,2026-01-01 12:04:00+00,2026,1,Thursday ,12,,MEDFORD ST,42.37960156,-71.05879213,"(42.37960156093953, -71.05879213331848)"
262000120,3115,,INVESTIGATE PERSON,E5,677,0,2026-01-01 12:10:00+00,2026,1,Thursday ,12,,MONTCLAIR AVE,42.29105566,-71.14147989,"(42.291055655359614, -71.14147989116404)"
262000121,3115,,INVESTIGATE PERSON,D4,167,0,2026-01-01 12:11:00+00,2026,1,Thursday ,12,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262000124,3115,,INVESTIGATE PERSON,D4,138,0,2026-01-01 12:27:00+00,2026,1,Thursday ,12,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000386,801,,ASSAULT - SIMPLE,C6,200,0,2026-01-01 12:30:00+00,2026,1,Thursday ,12,,W BROADWAY,42.34128702,-71.0546798,"(42.34128702104515, -71.05467980204799)"
262000134,617,,LARCENY THEFT FROM BUILDING,C6,914,0,2026-01-01 12:30:00+00,2026,1,Thursday ,12,,OLD COLONY AVE,42.32422513,-71.05242659,"(42.3242251300136, -71.05242658764762)"
262000123,3820,,M/V ACCIDENT - INVOLVING PEDESTRIAN - INJURY,A1,120,0,2026-01-01 12:37:00+00,2026,1,Thursday ,12,,"COLUMBUS AVE & PARK PLZ
BOSTON, MA 02116
UNITED ST",42.35167253,-71.06838648,"(42.35167252560163, -71.06838647705801)"
262000122,3301,,VERBAL DISPUTE,C11,393,0,2026-01-01 12:39:00+00,2026,1,Thursday ,12,,WRENTHAM ST,42.28832813,-71.05938415,"(42.288328132913676, -71.05938414947404)"
262000138,1831,,SICK ASSIST,E13,509,0,2026-01-01 12:46:00+00,2026,1,Thursday ,12,,WENHAM ST,42.29814121,-71.11337257,"(42.29814121301408, -71.11337256631332)"
262000132,3115,,INVESTIGATE PERSON,E5,733,0,2026-01-01 12:53:00+00,2026,1,Thursday ,12,,LAGRANGE ST,42.28545356,-71.16333242,"(42.285453561124484, -71.16333242208053)"
262000130,1831,,SICK ASSIST,E18,537,0,2026-01-01 12:58:00+00,2026,1,Thursday ,12,,RALDNE RD,42.25654859,-71.14117366,"(42.256548591966975, -71.14117365829809)"
262000125,3115,,INVESTIGATE PERSON,B3,465,0,2026-01-01 13:00:00+00,2026,1,Thursday ,13,,BLUE HILL AVE,42.28482534,-71.09137437,"(42.28482533772862, -71.09137437366408)"
262000133,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C6,179,0,2026-01-01 13:30:00+00,2026,1,Thursday ,13,,MASSACHUSETTS AVE & MELNEA CASS BLVD,42.33253054,-71.07213053,"(42.33253053700054, -71.07213052882506)"
262000150,1831,,SICK ASSIST,B2,265,0,2026-01-01 13:36:00+00,2026,1,Thursday ,13,,PERRIN ST,42.32188495,-71.07906336,"(42.32188494893294, -71.0790633605468)"
262000135,1810,,DRUGS - POSSESSION/ SALE/ MANUFACTURING/ USE,B3,468,0,2026-01-01 13:39:00+00,2026,1,Thursday ,13,,BLUE HILL AVE,42.27783164,-71.09355561,"(42.27783164175016, -71.09355560974889)"
262000136,1831,,SICK ASSIST,B3,427,0,2026-01-01 13:46:00+00,2026,1,Thursday ,13,,NORFOLK ST,42.27818626,-71.09047357,"(42.27818625606706, -71.09047356852292)"
262000148,3304,,NOISY PARTY/RADIO-NO ARREST,E18,555,0,2026-01-01 13:48:00+00,2026,1,Thursday ,13,,GREW AVE,42.27452136,-71.12139779,"(42.27452135927499, -71.12139779142697)"
262000142,3807,,M/V ACCIDENT - OTHER CITY VEHICLE,E5,685,0,2026-01-01 13:56:00+00,2026,1,Thursday ,13,,LENISTON ST,42.28003671,-71.13795093,"(42.280036707108, -71.13795093491865)"
262001128,617,,LARCENY THEFT FROM BUILDING,D4,130,0,2026-01-01 14:13:00+00,2026,1,Thursday ,14,,DARTMOUTH ST,42.34896956,-71.07689528,"(42.34896955952035, -71.07689528198037)"
262000149,1831,,SICK ASSIST,D4,272,0,2026-01-01 14:27:00+00,2026,1,Thursday ,14,,E LENOX ST,42.33486569,-71.07855234,"(42.3348656879692, -71.0785523393308)"
262000152,3207,,PROPERTY - FOUND,B2,300,0,2026-01-01 14:30:00+00,2026,1,Thursday ,14,,CEDAR ST,42.32655441,-71.09219347,"(42.32655441177737, -71.09219347189281)"
262000324,3114,,INVESTIGATE PROPERTY,D14,774,0,2026-01-01 14:59:00+00,2026,1,Thursday ,14,,STRATHMORE RD,42.34025244,-71.15447606,"(42.34025243649731, -71.1544760590472)"
262000163,3801,,M/V ACCIDENT - OTHER,E5,822,0,2026-01-01 15:11:00+00,2026,1,Thursday ,15,,"W BOUNDARY RD & GEORGETOWNE DR
HYDE PARK, MA 02136",42.25919964,-71.14552492,"(42.259199641924226, -71.14552491897116)"
262000171,617,,LARCENY THEFT FROM BUILDING,E5,675,0,2026-01-01 15:16:00+00,2026,1,Thursday ,15,,BRADFIELD AVE,42.28912679,-71.13934817,"(42.28912679274239, -71.1393481718716)"
262000155,613,,LARCENY SHOPLIFTING,D4,143,0,2026-01-01 15:20:00+00,2026,1,Thursday ,15,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000162,613,,LARCENY SHOPLIFTING,D4,138,0,2026-01-01 15:30:00+00,2026,1,Thursday ,15,,BOYLSTON ST,42.34862337,-71.08277689,"(42.34862336851335, -71.08277689315231)"
262000156,3502,,MISSING PERSON - LOCATED,B2,292,0,2026-01-01 15:32:00+00,2026,1,Thursday ,15,,WASHINGTON ST,42.32745353,-71.08714027,"(42.32745353178905, -71.08714027163242)"
262000167,613,,LARCENY SHOPLIFTING,C11,405,0,2026-01-01 15:33:00+00,2026,1,Thursday ,15,,DORCHESTER AVE,42.27357674,-71.06770496,"(42.27357674474239, -71.0677049586352)"
262000170,3803,,M/V ACCIDENT - PERSONAL INJURY,C11,332,0,2026-01-01 15:34:00+00,2026,1,Thursday ,15,,"GLENDALE ST & COLUMBIA RD
DORCHESTER, MA 02125
UNI",42.3126935,-71.06842755,"(42.31269349989254, -71.06842754785369)"
262000159,1109,,FRAUD - WIRE,D14,799,0,2026-01-01 15:38:00+00,2026,1,Thursday ,15,,WADSWORTH ST,42.3551475,-71.12674549,"(42.355147504062735, -71.12674548724952)"
262000161,3108,,FIRE REPORT,B2,276,0,2026-01-01 15:40:00+00,2026,1,Thursday ,15,,DEWITT DR,42.33407641,-71.0835648,"(42.334076406384604, -71.08356479908903)"
262000179,619,,LARCENY ALL OTHERS,B2,318,0,2026-01-01 15:51:00+00,2026,1,Thursday ,15,,SEAVER ST,42.30878812,-71.09055681,"(42.30878811870177, -71.09055681144949)"
262000185,3115,,INVESTIGATE PERSON,A7,26,0,2026-01-01 16:04:00+00,2026,1,Thursday ,16,,BORDER ST,42.37620216,-71.03979963,"(42.376202163358684, -71.03979962591616)"
262000172,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,312,0,2026-01-01 16:21:00+00,2026,1,Thursday ,16,,"HAROLD ST & HARRISHOF ST
ROXBURY, MA 02121
UNITED ",42.31719859,-71.0898826,"(42.317198589894595, -71.08988259662264)"
262000181,1831,,SICK ASSIST,E5,563,0,2026-01-01 16:24:00+00,2026,1,Thursday ,16,,FAWNDALE RD,42.28906869,-71.12116827,"(42.289068689573874, -71.12116827072622)"
262000175,1102,,FRAUD - FALSE PRETENSE / SCHEME,C11,379,0,2026-01-01 16:26:00+00,2026,1,Thursday ,16,,GALLIVAN BLVD,42.28273497,-71.0549658,"(42.28273497240463, -71.0549657982702)"
262000177,3114,,INVESTIGATE PROPERTY,A7,26,0,2026-01-01 16:28:00+00,2026,1,Thursday ,16,,HAVRE ST,42.37142449,-71.03971366,"(42.37142448919478, -71.03971366087417)"
262000176,3801,,M/V ACCIDENT - OTHER,D4,623,0,2026-01-01 16:30:00+00,2026,1,Thursday ,16,,COMMONWEALTH AVE,42.34880418,-71.09392608,"(42.348804178589106, -71.0939260833087)"
262000469,3115,,INVESTIGATE PERSON,D14,778,0,2026-01-01 16:50:00+00,2026,1,Thursday ,16,,WASHINGTON ST,42.34905564,-71.15049917,"(42.34905564195639, -71.1504991731562)"
262000178,724,,AUTO THEFT,B2,282,0,2026-01-01 16:53:00+00,2026,1,Thursday ,16,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262000180,617,,LARCENY THEFT FROM BUILDING,D4,270,0,2026-01-01 16:53:00+00,2026,1,Thursday ,16,,MASSACHUSETTS AVE & ALBANY ST,42.33355157,-71.07351249,"(42.333551566735125, -71.07351248605083)"
262000189,3115,,INVESTIGATE PERSON,B2,294,1,2026-01-01 17:02:00+00,2026,1,Thursday ,17,,AKRON ST,42.32579364,-71.08563816,"(42.32579364052598, -71.08563816093945)"
262000228,3029,,PRISONER - SUICIDE / SUICIDE ATTEMPT,E18,481,0,2026-01-01 17:06:00+00,2026,1,Thursday ,17,,HOLLINGSWORTH ST,42.26809386,-71.09910043,"(42.2680938550201, -71.09910043462155)"
262000184,3201,,PROPERTY - LOST/ MISSING,D4,143,0,2026-01-01 17:08:00+00,2026,1,Thursday ,17,,HUNTINGTON AVE,42.34613042,-71.08094491,"(42.346130416133214, -71.08094490886702)"
262000183,2670,,HARASSMENT/ CRIMINAL HARASSMENT,D4,167,0,2026-01-01 17:15:00+00,2026,1,Thursday ,17,,HARRISON AVE,42.33954153,-71.06940928,"(42.33954152609665, -71.06940928222296)"
262000188,1300,,STOLEN PROPERTY - BUYING / RECEIVING / POSSESSING,D4,273,0,2026-01-01 17:21:00+00,2026,1,Thursday ,17,,NORTHAMPTON ST,42.33665003,-71.07841089,"(42.336650030868405, -71.07841089125515)"
262000187,613,,LARCENY SHOPLIFTING,D4,619,0,2026-01-01 17:23:00+00,2026,1,Thursday ,17,,WESTLAND AVE,42.34355824,-71.087342,"(42.34355824108162, -71.08734199876892)"
262000310,614,,LARCENY THEFT FROM MV - NON-ACCESSORY,C11,355,0,2026-01-01 17:30:00+00,2026,1,Thursday ,17,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262000349,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,C11,355,0,2026-01-01 17:36:00+00,2026,1,Thursday ,17,,GIBSON ST,42.29755486,-71.05970969,"(42.297554856340426, -71.05970968687002)"
262000197,735,,RECOVERED - MV RECOVERED IN BOSTON (STOLEN OUTSIDE BOSTON),B3,441,0,2026-01-01 17:43:00+00,2026,1,Thursday ,17,,"HARVARD ST & ABBOT ST
DORCHESTER, MA 02124
UNITED ",42.29568655,-71.0853876,"(42.29568655270582, -71.08538759862104)"
262000186,3831,,M/V - LEAVING SCENE - PROPERTY DAMAGE,B2,282,0,2026-01-01 17:46:00+00,2026,1,Thursday ,17,,WASHINGTON ST,42.32866239,-71.08563459,"(42.32866239451696, -71.08563458516488)"
262000190,3410,,TOWED MOTOR VEHICLE,C11,345,0,2026-01-01 18:00:00+00,2026,1,Thursday ,18,,RIDGEWOOD ST,42.30209396,-71.06575242,"(42.302093959697146, -71.06575242055399)"
